MOUSE.ENTREZ.ID	MOUSE.GENE.NAME	HUMAN.ENTREZ.ID	HUMAN.GENE.NAME	FILIOU_2010	DAHlHAUS_2011	COCHEN_2013	BIESEMANN_2014	DISTLER_2014	LIU_2014	CHANG_2015	KOHANSAL_NODEHI_2016	GONZALEZ_LOZANO_2016	ALFIERI_2017	HEO_2018	TAOUFIQ_2020
73340	Nptxr	23467	NPTXR	0	0	0	1	1	0	1	1	1	0	0	1
72113	Adck1	57143	ADCK1	1	0	0	0	1	0	0	1	1	0	1	1
18537	Pcmt1	5110	PCMT1	1	0	1	0	1	1	1	1	1	0	1	1
22166	Txn1	7295	TXN	1	0	0	0	1	1	1	1	1	0	1	1
109674	Ampd2	271	AMPD2	1	0	1	0	1	1	0	1	1	0	1	1
15893	Ica1	3382	ICA1	1	0	0	0	0	0	1	1	0	0	1	1
319807	Nwd2	57495	NWD2	1	0	1	0	1	0	0	1	1	1	1	1
11946	Atp5a1	498	ATP5A1	1	1	1	0	1	1	1	1	1	0	1	1
56535	Pex3	8504	PEX3	1	0	0	0	1	0	0	1	0	0	0	0
81840	Sorcs2	57537	SORCS2	0	0	1	0	1	0	0	1	1	0	0	1
66606	Lrrc57	255252	LRRC57	0	0	1	0	1	0	1	1	1	0	1	1
19414	Rasa3	22821	RASA3	1	0	1	0	1	0	0	1	1	0	1	1
13205	Ddx3x	1654	DDX3X	0	0	1	0	1	1	1	1	1	0	1	1
93765	Ube2n	7334	UBE2N	1	0	0	0	1	1	1	1	1	0	1	1
12891	Cpne6	9362	CPNE6	1	1	1	0	1	1	1	1	1	0	1	1
99010	Lpcat4	254531	LPCAT4	0	0	0	0	1	0	1	1	0	0	0	1
67474	Snap29	9342	SNAP29	1	0	1	0	1	0	1	1	1	0	1	1
14758	Gpm6b	2824	GPM6B	1	1	1	0	1	1	1	1	1	0	1	1
11641	Akap2	11217	AKAP2	1	0	0	0	1	1	0	1	0	1	0	0
13628	Eef1a2	1917	EEF1A2	1	1	1	0	1	1	1	1	1	0	1	1
20265	Scn1a	6323	SCN1A	1	0	0	0	0	0	1	1	0	0	1	1
67267	Uqcc2	84300	UQCC2	1	0	0	0	1	0	0	1	0	0	1	1
15510	Hspd1	3329	HSPD1	1	1	1	0	1	1	1	1	1	0	1	1
110695	Aldh7a1	501	ALDH7A1	0	0	1	0	1	1	1	1	1	0	1	1
104458	Rars	5917	RARS	1	0	1	0	1	0	0	1	0	0	1	1
20133	Rrm1	6240	RRM1	0	0	1	0	0	0	0	0	0	0	0	0
14199	Fhl1	2273	FHL1	1	0	1	0	1	0	1	1	1	0	1	1
20411	Sorbs1	10580	SORBS1	1	0	0	0	1	1	1	1	1	0	1	1
99470	Magi3	260425	MAGI3	1	0	0	0	1	0	1	1	1	0	0	1
67064	Chmp1b	57132	CHMP1B	0	0	1	0	1	0	0	0	0	0	0	0
68942	Chmp2b	25978	CHMP2B	0	0	1	0	1	0	1	1	0	0	0	1
215114	Hip1	3092	HIP1	1	0	1	0	1	0	0	1	1	0	1	1
21780	Tfam	7019	TFAM	0	0	1	0	1	1	0	1	1	0	1	1
19268	Ptprf	5792	PTPRF	1	0	1	0	1	0	0	1	1	0	0	0
50799	Slc25a13	10165	SLC25A13	1	0	1	0	1	1	1	1	0	0	0	1
72542	Pgam5	192111	PGAM5	1	0	0	0	1	0	1	1	1	0	1	1
20196	S100a13	6284	S100A13	1	0	0	0	1	0	0	1	1	0	0	1
14679	Gnai3	2773	GNAI3	0	1	1	0	1	0	0	1	1	0	1	1
21770	Ppp2r5d	5528	PPP2R5D	1	0	1	0	0	0	1	1	0	0	1	1
100763	Ube3c	9690	UBE3C	1	0	1	0	1	0	1	1	0	1	0	1
77569	Limch1	22998	LIMCH1	1	0	1	0	1	0	1	1	0	0	0	1
22221	Ubp1	7342	UBP1	1	0	0	0	0	0	0	0	0	0	0	0
229663	Csde1	7812	CSDE1	1	0	1	0	1	1	1	1	0	0	1	1
382793	Mtx3	345778	MTX3	1	0	0	0	0	0	1	1	0	0	1	1
11639	Ak4	205	AK4	0	0	1	0	1	1	1	1	1	0	1	1
74006	Dnm1l	10059	DNM1L	1	0	1	0	1	1	1	1	1	0	1	1
19655	Rbmx	27316	RBMX	0	0	1	0	1	0	1	0	0	0	0	0
20430	Cyfip1	23191	CYFIP1	1	0	1	0	1	1	1	1	1	0	1	1
229709	Ahcyl1	10768	AHCYL1	1	1	1	0	1	1	1	1	1	0	1	1
53610	Nono	4841	NONO	0	0	1	0	1	1	0	1	0	0	0	0
11983	Atpif1	93974	ATPIF1	0	1	0	0	1	1	0	1	1	0	1	1
107747	Aldh1l1	10840	ALDH1L1	1	0	1	0	1	1	1	1	1	0	1	1
14083	Ptk2	5747	PTK2	1	0	1	0	0	0	1	1	0	0	1	1
14544	Gda	9615	GDA	1	1	1	0	1	1	1	1	1	0	1	1
12325	Camk2g	818	CAMK2G	1	0	1	1	1	1	1	1	1	0	1	1
14567	Gdi1	2664	GDI1	1	1	1	0	1	1	1	1	1	0	1	1
330401	Tmcc1	23023	TMCC1	1	0	0	0	0	0	0	1	0	0	0	1
19679	Pitpnm2	57605	PITPNM2	1	0	1	0	1	0	1	1	1	0	1	1
14812	Grin2b	2904	GRIN2B	1	1	1	0	1	0	0	1	1	1	1	1
13193	Dcx	1641	DCX	0	0	1	0	1	0	0	1	1	0	0	0
19324	Rab1	5861	RAB1A	1	1	1	0	1	1	1	1	1	0	1	1
245880	Wasf3	10810	WASF3	0	0	0	1	1	0	1	1	0	0	1	1
70369	Bag5	9529	BAG5	1	0	0	0	1	0	0	1	0	0	1	1
56480	Tbk1	29110	TBK1	1	0	0	0	1	0	1	1	0	1	0	1
229707	Strip1	85369	STRIP1	1	0	1	0	1	0	0	1	0	1	1	1
12351	Car4	762	CA4	1	0	0	0	1	0	0	1	1	0	1	1
56378	Arpc3	10094	ARPC3	1	1	0	0	1	1	1	1	1	1	1	1
66427	Cyb5b	80777	CYB5B	1	0	0	0	1	0	1	1	1	0	1	1
11426	Macf1	23499	MACF1	1	0	1	0	1	1	1	1	1	1	1	1
12294	Cacna2d3	55799	CACNA2D3	1	1	0	0	1	0	0	1	1	1	1	1
66870	Serbp1	26135	SERBP1	1	0	1	0	1	1	0	1	1	0	1	1
18163	Ctnnd2	1501	CTNND2	1	1	1	0	1	1	1	1	1	1	1	1
17441	Mog	4340	MOG	1	0	0	0	1	1	1	1	1	0	0	1
97541	Qars	5859	QARS	0	0	1	0	0	0	1	1	0	0	0	1
74143	Opa1	4976	OPA1	1	1	1	0	1	1	1	1	1	0	1	1
26922	Mecr	51102	MECR	1	0	1	0	1	0	1	1	1	0	1	1
18813	Pa2g4	5036	PA2G4	0	0	1	0	1	0	1	1	1	0	1	1
17999	Nedd4	4734	NEDD4	1	0	1	0	1	1	0	1	1	0	0	1
56702	Hist1h1b	3009	HIST1H1B	0	0	1	0	1	0	0	1	0	0	0	0
22317	Vamp1	6843	VAMP1	1	0	0	1	1	0	0	1	0	0	0	1
16467	Atcay	85300	ATCAY	1	0	1	0	1	0	1	1	1	0	0	1
232227	Iqsec1	9922	IQSEC1	1	1	0	1	1	1	1	1	1	1	1	1
67792	Rgs8	85397	RGS8	1	0	0	0	0	0	0	1	0	0	0	1
11603	Agrn	375790	AGRN	0	0	1	0	1	0	0	1	0	0	0	0
14232	Fkbp8	23770	FKBP8	1	0	1	0	1	0	1	1	1	0	1	1
20418	Shc3	53358	SHC3	0	0	0	0	0	0	1	1	1	0	0	1
57743	Sec61a2	55176	SEC61A2	0	0	1	0	0	0	0	0	0	0	0	1
268934	Grm4	2914	GRM4	1	0	0	0	1	0	0	1	1	0	0	1
65945	Clstn1	22883	CLSTN1	0	0	0	0	1	0	1	1	1	0	1	1
107271	Yars	8565	YARS	1	0	1	0	1	1	1	1	1	0	1	1
654795	Sdr39u1	56948	SDR39U1	1	0	1	0	1	0	1	1	0	0	1	1
56195	Ptbp2	58155	PTBP2	0	0	1	0	1	0	0	0	0	0	0	0
16563	Kif2a	3796	KIF2A	1	1	1	0	1	1	1	1	1	0	1	1
353172	Gars	2617	GARS	1	0	1	0	1	1	1	1	1	0	1	1
50997	Mpp2	4355	MPP2	1	1	1	0	1	1	1	1	1	0	1	1
269037	Ctif	9811	CTIF	1	0	0	0	0	0	0	0	0	0	0	0
227738	Lrsam1	90678	LRSAM1	1	0	0	0	1	0	0	1	0	0	0	0
16572	Kif5a	3798	KIF5A	1	0	0	0	1	1	0	1	0	0	1	1
19166	Psma2	5683	PSMA2	1	0	1	0	1	1	1	1	1	0	1	1
66445	Cyc1	1537	CYC1	1	1	0	0	1	1	1	1	1	0	1	1
21881	Tkt	7086	TKT	1	1	1	0	1	1	1	1	1	0	1	1
71994	Cnn3	1266	CNN3	1	0	1	0	1	0	0	1	0	0	1	1
218756	Slc4a7	9497	SLC4A7	1	0	1	0	1	0	0	1	1	0	0	1
59025	Usp14	9097	USP14	1	0	1	0	1	1	1	1	1	0	1	1
213498	Arhgef11	9826	ARHGEF11	1	0	1	0	0	0	1	1	0	0	0	1
268373	Ppia	5478	PPIA	1	1	1	0	1	1	1	1	1	0	1	1
13823	Epb4.1l3	23136	EPB41L3	1	1	1	0	1	1	1	1	1	0	1	1
213990	Agap3	116988	AGAP3	1	0	1	0	1	1	1	1	1	1	0	1
216443	Mars	4141	MARS	0	0	0	0	1	1	1	1	0	0	0	1
12361	Cask	8573	CASK	1	1	1	0	1	1	1	1	1	1	1	1
13527	Dtna	1837	DTNA	1	0	0	0	1	0	1	1	1	0	0	1
75607	Wnk2	65268	WNK2	1	0	0	0	0	1	0	1	0	1	1	1
21894	Tln1	7094	TLN1	1	0	0	0	1	1	1	1	0	0	1	1
22142	Tuba1a	7846	TUBA1A	1	0	1	0	0	1	1	1	1	0	1	1
71853	Pdia6	10130	PDIA6	1	1	1	0	1	1	1	1	1	0	1	1
12469	Cct8	10694	CCT8	1	0	1	1	1	1	1	1	1	0	1	1
381760	Ssbp1	6742	SSBP1	1	0	0	0	1	0	1	1	0	1	0	1
66914	Vps28	51160	VPS28	1	0	0	0	1	0	0	1	0	0	1	1
55988	Snx12	29934	SNX12	1	0	0	0	1	1	1	1	1	0	0	1
72238	Tbc1d5	9779	TBC1D5	1	0	0	0	0	0	0	0	0	0	0	0
58233	Dnaja4	55466	DNAJA4	1	0	1	0	0	0	1	1	1	0	1	1
20525	Slc2a1	6513	SLC2A1	1	1	1	0	1	1	1	1	1	0	1	1
16890	Lipe	3991	LIPE	0	0	0	0	0	0	1	0	0	0	0	0
71978	Ppp2r2a	5520	PPP2R2A	1	0	1	1	1	1	1	1	1	0	1	1
232813	Shisa7	729956	SHISA7	0	1	0	0	1	0	0	1	1	1	0	1
56444	Actr10	55860	ACTR10	1	0	1	0	0	0	0	1	0	0	1	1
26931	Ppp2r5c	5527	PPP2R5C	1	0	0	0	1	0	1	1	0	1	1	1
11474	Actn3	89	ACTN3	1	0	0	0	1	0	0	0	0	0	0	0
15572	Elavl4	1996	ELAVL4	0	0	1	0	1	0	0	1	1	0	0	0
11941	Atp2b2	491	ATP2B2	1	1	1	0	1	1	1	1	1	0	1	1
18642	Pfkm	5213	PFKM	1	1	1	0	1	1	1	1	1	0	1	1
17931	Ppp1r12a	4659	PPP1R12A	0	0	1	0	1	1	1	1	0	0	1	1
73825	Ppp1r21	129285	PPP1R21	1	0	0	0	1	1	1	1	1	0	1	1
19056	Ppp3cb	5532	PPP3CB	1	1	1	0	1	1	1	1	1	0	1	1
216821	Tmem11	8834	TMEM11	0	0	0	0	1	0	1	1	1	0	0	1
13004	Ncan	1463	NCAN	1	0	0	0	1	1	1	1	1	1	1	1
27388	Ptdss2	81490	PTDSS2	0	0	1	0	0	0	0	1	0	0	0	0
77697	Mmab	326625	MMAB	1	0	0	0	1	0	0	1	0	0	1	1
107767	Scamp1	9522	SCAMP1	0	1	1	0	1	1	0	1	1	0	1	1
13016	Ctbp1	1487	CTBP1	1	0	1	0	1	1	1	1	1	0	1	1
64009	Syne1	23345	SYNE1	1	0	1	0	1	1	0	1	1	1	1	0
227325	Dner	92737	DNER	1	0	0	0	0	0	0	1	1	0	0	0
13002	Dnajc5	80331	DNAJC5	1	1	1	0	1	1	1	1	1	0	1	1
99371	Arfgef2	10564	ARFGEF2	1	0	1	0	1	0	0	1	0	0	1	1
19070	Mob4	25843	MOB4	0	0	1	0	1	0	0	1	1	0	1	1
71409	Fmnl2	114793	FMNL2	1	0	1	0	1	0	1	1	1	0	1	1
73166	Tm7sf2	7108	TM7SF2	0	0	1	0	0	0	0	0	0	0	0	0
22393	Wfs1	7466	WFS1	1	0	1	0	1	1	0	1	1	0	1	1
12041	Bckdk	10295	BCKDK	1	0	0	0	0	0	0	1	0	0	1	1
19704	Upf1	5976	UPF1	1	0	0	0	1	0	1	1	0	0	1	1
20405	Sh3gl1	6455	SH3GL1	1	0	1	1	1	1	1	1	0	0	1	1
14718	Got1	2805	GOT1	1	1	1	0	1	1	1	1	1	0	1	1
50708	Hist1h1c	3006	HIST1H1C	0	0	0	0	1	0	1	0	0	0	0	1
243548	Prickle2	166336	PRICKLE2	1	1	0	0	1	0	0	1	1	1	0	1
104886	Rab15	376267	RAB15	1	1	0	0	1	0	0	1	1	0	1	1
19276	Ptprn2	5799	PTPRN2	1	0	0	0	1	0	1	1	1	0	1	1
14672	Gna11	2767	GNA11	1	1	1	0	1	1	1	1	1	0	1	1
65962	Slc9a3r2	9351	SLC9A3R2	1	0	0	0	0	0	1	0	0	0	0	1
17876	Myef2	50804	MYEF2	0	0	1	0	1	0	0	0	0	0	0	0
51796	Srrm1	10250	SRRM1	0	0	1	0	1	0	0	0	0	0	0	0
14194	Fh1	2271	FH	1	1	1	0	1	1	1	1	1	0	1	1
13806	Eno1	2023	ENO1	1	1	1	0	1	0	1	0	0	0	0	0
381290	Atp2b4	493	ATP2B4	1	1	1	0	0	0	1	1	0	0	1	1
77531	Anks1b	56899	ANKS1B	0	0	0	1	1	1	0	1	1	1	1	1
66414	Ndufa12	55967	NDUFA12	1	1	0	0	1	1	1	1	1	0	1	1
27374	Prmt5	10419	PRMT5	1	0	1	0	1	0	1	1	0	0	1	1
72961	Slc17a7	57030	SLC17A7	1	0	0	1	1	1	1	1	1	0	1	1
67826	Snap47	116841	SNAP47	1	0	0	0	1	1	1	1	1	0	1	1
22330	Vcl	7414	VCL	1	0	1	0	1	1	1	1	1	0	1	1
105675	Ppif	10105	PPIF	1	0	0	0	1	0	1	1	0	0	0	1
83493	Sacm1l	22908	SACM1L	1	0	1	0	1	0	1	1	1	0	1	1
20656	Sod2	6648	SOD2	1	1	1	0	1	1	1	1	1	0	1	1
72946	Lrrc47	57470	LRRC47	1	0	1	0	1	0	1	1	1	0	1	1
67790	Rab39b	116442	RAB39B	1	0	0	0	1	0	0	0	1	0	1	0
19122	Prnp	5621	PRNP	0	1	1	0	1	1	1	1	1	0	1	1
18189	Nrxn1	9378	NRXN1	1	1	1	0	1	1	0	1	1	1	1	1
327814	Ppfia2	8499	PPFIA2	1	1	1	0	1	1	1	1	1	1	1	1
17760	Map6	4135	MAP6	1	1	0	0	1	1	1	1	1	0	1	1
228140	Tnks1bp1	85456	TNKS1BP1	1	0	1	0	1	1	0	1	0	0	1	1
108077	Skiv2l	6499	SKIV2L	0	0	1	0	0	0	1	1	0	0	0	1
244654	Mtss1l	92154	MTSS1L	1	0	1	0	0	0	0	1	0	0	0	1
11784	Apba2	321	APBA2	1	0	0	0	0	0	1	1	0	0	0	1
106529	Tecr	9524	TECR	0	1	1	0	1	0	0	1	0	0	1	1
66043	Atp5d	513	ATP5D	1	1	0	0	1	0	1	1	1	0	0	1
26422	Nbea	26960	NBEA	1	0	0	0	1	1	0	1	1	1	1	0
26611	Rcn2	5955	RCN2	1	0	0	0	1	0	0	1	1	0	1	1
192170	Eif4a3	9775	EIF4A3	0	0	1	0	1	0	0	1	0	0	0	0
65019	Rpl23	9349	RPL23	1	0	0	0	1	0	1	1	1	0	0	1
29812	Ndrg3	57446	NDRG3	1	0	1	0	1	0	1	1	1	0	1	1
22121	Rpl13a	23521	RPL13A	0	0	1	0	1	0	0	1	1	0	1	1
269593	Luzp1	7798	LUZP1	1	0	0	0	1	0	1	0	0	0	0	1
101809	Spred3	399473	SPRED3	0	1	0	0	0	0	0	0	0	0	0	1
330369	Fbxo41	150726	FBXO41	1	1	0	0	1	1	1	1	1	1	1	1
16499	Kcnab3	9196	KCNAB3	1	0	0	0	0	0	0	0	0	0	0	0
21849	Trim28	10155	TRIM28	1	0	1	0	1	1	0	0	0	0	0	0
20619	Snap23	8773	SNAP23	1	0	0	0	1	0	0	1	0	0	0	0
233908	Fus	2521	FUS	1	0	1	0	1	1	1	1	1	0	1	1
22152	Tubb3	10381	TUBB3	1	1	1	0	1	1	1	1	1	0	1	1
26570	Slc7a11	23657	SLC7A11	0	0	1	0	1	0	0	1	1	0	0	1
22333	Vdac1	7416	VDAC1	1	1	1	0	1	1	1	1	1	0	1	1
19383	Raly	22913	RALY	0	0	1	0	0	0	0	0	0	0	0	0
70699	Nup205	23165	NUP205	0	0	1	0	0	0	0	0	0	0	0	0
234353	Psd3	23362	PSD3	1	0	1	1	1	1	1	1	1	1	1	1
70223	Nars	4677	NARS	1	0	1	0	1	1	1	1	1	0	1	1
52892	Sco1	6341	SCO1	0	0	0	0	0	0	1	1	0	0	0	1
245537	Nlgn3	54413	NLGN3	0	1	1	0	1	1	0	1	1	1	1	1
269994	Gsg1l	146395	GSG1L	1	0	0	0	1	0	0	0	0	0	0	1
110208	Pgd	5226	PGD	1	0	0	0	1	1	1	1	1	0	1	1
14923	Guk1	2987	GUK1	1	0	1	0	1	0	1	1	0	0	1	1
12032	Bcan	63827	BCAN	1	0	1	0	1	1	1	1	1	1	0	1
66098	Chchd6	84303	CHCHD6	1	1	1	0	1	1	1	1	1	0	1	1
14807	Grik3	2899	GRIK3	1	0	0	0	1	0	0	1	1	0	1	1
231887	Pdap1	11333	PDAP1	1	0	1	0	0	0	1	1	1	0	1	1
76740	Efr3a	23167	EFR3A	0	0	1	0	1	0	0	1	0	0	0	1
28200	Dhrs4	10901	DHRS4	0	0	1	0	1	0	0	1	0	0	1	1
380768	Ccdc177	56936	CCDC177	1	0	0	0	1	0	0	1	1	0	0	1
14360	Fyn	2534	FYN	0	0	1	0	1	0	1	1	1	1	1	1
109731	Maob	4129	MAOB	1	1	1	0	1	0	1	1	1	0	1	1
170835	Inpp5j	27124	INPP5J	1	0	0	0	0	0	0	1	0	0	0	1
18669	Abcb1b	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0
15194	Htt	3064	HTT	1	0	1	0	1	0	1	1	1	0	1	1
74340	Ahcyl2	23382	AHCYL2	0	0	0	0	1	1	1	1	1	0	1	1
20382	Srsf2	6427	SRSF2	1	0	1	0	1	1	0	0	0	0	0	0
74103	Nebl	10529	NEBL	1	0	0	0	1	0	1	1	1	0	1	1
217342	Ube2o	63893	UBE2O	1	0	1	0	1	1	1	1	1	0	1	1
67863	Slc25a11	8402	SLC25A11	1	1	1	0	1	1	1	1	1	0	1	1
14645	Glul	2752	GLUL	1	1	0	0	1	1	1	1	1	0	1	1
57294	Rps27	6232	RPS27	0	0	0	0	0	0	1	1	0	0	0	0
60595	Actn4	81	ACTN4	1	1	1	0	1	1	1	1	1	1	1	1
20740	Sptan1	6709	SPTAN1	1	0	1	0	1	1	1	1	1	1	1	1
12857	Cox4i1	1327	COX4I1	1	1	0	0	1	1	1	1	1	0	1	1
20463	Cox7a2l	9167	COX7A2L	0	0	0	0	1	0	1	1	0	0	0	1
330914	Arhgap32	9743	ARHGAP32	1	0	1	0	1	1	1	1	1	1	1	1
14682	Gnaq	2776	GNAQ	1	1	1	0	1	1	1	1	1	0	1	1
104718	Ttc7b	145567	TTC7B	1	0	0	0	0	0	0	1	0	0	1	1
27984	Efhd2	79180	EFHD2	1	0	1	0	1	1	1	1	1	0	1	1
15571	Elavl3	1995	ELAVL3	0	0	1	0	0	0	1	0	0	0	0	0
19085	Prkar1b	5575	PRKAR1B	1	0	0	0	1	0	0	1	1	0	1	1
76303	Osbp	5007	OSBP	1	0	1	0	1	0	1	1	0	0	1	1
13424	Dync1h1	1778	DYNC1H1	1	1	1	0	1	1	1	1	1	0	1	1
212647	Aldh4a1	8659	ALDH4A1	0	0	1	0	1	0	1	0	1	0	1	1
227753	Gsn	2934	GSN	1	0	1	0	1	1	1	1	0	0	1	1
57754	Cend1	51286	CEND1	1	1	1	0	1	1	1	1	1	0	1	1
80904	Dtx3	196403	DTX3	0	0	0	0	0	0	1	0	0	0	0	1
117146	Ube3b	89910	UBE3B	1	0	0	0	1	0	0	1	0	0	0	0
105148	Iars	3376	IARS	1	0	1	0	1	1	0	1	0	0	1	0
11767	Ap1m1	8907	AP1M1	0	0	1	0	1	0	1	1	1	0	1	1
243499	Lrrtm4	80059	LRRTM4	1	1	0	0	1	0	0	1	1	0	0	1
110351	Rap1gap	5909	RAP1GAP	1	0	0	0	1	0	1	1	0	0	1	1
97387	Strn4	29888	STRN4	0	0	1	0	1	1	0	1	1	0	1	1
17532	Mras	22808	MRAS	1	0	1	0	1	0	0	1	1	0	1	1
192662	Arhgdia	396	ARHGDIA	1	1	1	0	1	1	1	1	1	0	1	1
54195	Gucy1b3	2983	GUCY1B3	1	0	0	0	1	0	1	1	1	1	1	1
70350	Basp1	10409	BASP1	1	1	1	0	1	1	1	0	1	0	1	1
57320	Park7	11315	PARK7	0	0	1	0	1	1	1	1	1	0	1	1
67781	Ilf2	3608	ILF2	0	0	1	0	1	0	0	0	0	0	0	0
69748	Aldh16a1	126133	ALDH16A1	0	0	1	0	0	0	0	0	0	0	0	0
70025	Acot7	11332	ACOT7	1	1	1	0	1	1	1	1	1	0	1	1
270151	Nlrx1	79671	NLRX1	1	0	1	0	1	0	0	1	0	0	0	1
76425	Gid8	54994	GID8	1	0	0	0	0	0	0	1	0	0	0	0
217737	Ahsa1	10598	AHSA1	1	0	0	0	1	1	1	1	1	0	1	1
22225	Usp5	8078	USP5	1	0	1	0	1	1	1	1	1	0	1	1
56213	Htra1	5654	HTRA1	0	0	1	0	1	0	1	0	0	0	0	0
228550	Itpka	3706	ITPKA	1	0	0	0	1	1	1	1	1	0	1	1
16536	Kcnq2	3785	KCNQ2	1	0	0	0	1	0	0	1	1	0	1	1
53321	Cntnap1	8506	CNTNAP1	1	1	1	0	1	1	1	1	1	0	1	1
210146	Irgq	126298	IRGQ	1	0	0	0	0	0	1	1	0	0	0	1
104112	Acly	47	ACLY	1	0	1	0	1	1	1	1	1	0	1	1
234729	Vac14	55697	VAC14	1	0	1	0	1	1	1	1	1	0	1	1
226751	Cdc42bpa	8476	CDC42BPA	1	0	1	0	1	0	0	1	0	0	1	1
223722	Mcat	27349	MCAT	1	0	0	0	1	0	0	1	0	0	1	1
110611	Hdlbp	3069	HDLBP	1	0	1	0	1	1	1	1	1	0	1	1
11757	Prdx3	10935	PRDX3	1	0	1	0	1	1	1	1	1	0	1	1
18102	Nme1	4830	NME1	1	0	0	0	1	1	1	1	1	0	1	1
216134	Pdxk	8566	PDXK	1	0	1	0	1	1	1	1	1	0	1	0
21873	Tjp2	9414	TJP2	1	0	1	0	1	0	1	1	1	0	0	1
628438	Hspe1-rs1	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0
229317	Eif2a	83939	EIF2A	1	0	0	0	0	0	1	0	0	0	0	1
67972	Atp2b1	490	ATP2B1	1	1	1	0	0	0	1	1	0	0	1	1
94253	Hecw1	23072	HECW1	1	0	0	0	1	0	0	1	0	1	0	1
76742	Snx27	81609	SNX27	1	0	1	0	1	1	1	1	1	0	1	1
69908	Rab3b	5865	RAB3B	1	0	0	1	1	1	1	1	1	0	1	1
28088	Rtcb	51493	RTCB	1	0	1	0	1	0	1	1	1	0	1	1
23792	Adam23	8745	ADAM23	0	1	0	0	1	0	1	1	1	0	1	1
210044	Adcy2	108	ADCY2	1	0	0	0	1	0	0	1	1	0	1	1
320981	Enpp6	133121	ENPP6	0	0	0	0	1	0	1	1	0	1	0	1
21838	Thy1	7070	THY1	1	1	1	0	1	1	1	1	1	1	1	1
11429	Aco2	50	ACO2	1	1	1	0	1	1	1	1	1	0	1	1
78808	Stxbp5	134957	STXBP5	1	1	1	1	1	1	1	1	1	0	1	1
13007	Csrp1	1465	CSRP1	1	0	1	0	1	1	1	1	1	0	1	1
83767	Wasf1	8936	WASF1	1	1	1	0	1	1	1	1	1	1	1	1
99512	Wdr47	22911	WDR47	1	0	1	0	1	1	1	1	1	0	1	1
54709	Eif3i	8668	EIF3I	1	0	1	0	1	1	0	1	0	0	0	1
22288	Utrn	7402	UTRN	1	0	1	0	0	0	1	0	0	0	0	0
19354	Rac2	5880	RAC2	0	0	1	0	1	0	0	0	0	0	0	0
224997	Dlgap1	9229	DLGAP1	1	1	0	0	1	1	1	1	1	0	1	1
66691	Gapvd1	26130	GAPVD1	1	0	1	0	0	1	1	1	0	0	1	1
66679	Rae1	8480	RAE1	0	0	0	0	0	0	1	0	0	0	0	0
26557	Homer2	9455	HOMER2	1	1	0	0	1	0	0	1	1	1	1	1
27643	Ubl4	8266	UBL4A	0	0	0	0	1	0	1	1	0	0	0	1
110954	Rpl10	6134	RPL10	1	0	1	0	1	0	0	0	1	0	1	1
18718	Pip4k2a	5305	PIP4K2A	1	0	0	0	0	0	1	1	0	0	0	1
227446	2310035C23Rik	57614	KIAA1468	1	0	1	0	1	1	1	1	1	0	1	1
14800	Gria2	2891	GRIA2	1	1	1	0	1	1	0	1	1	0	1	1
12527	Cd9	928	CD9	0	0	1	0	1	0	1	1	0	0	0	1
76614	Immt	10989	IMMT	1	1	1	0	1	1	1	1	1	0	1	1
19353	Rac1	5879	RAC1	0	0	1	0	1	1	1	1	1	0	1	1
227700	Sh3glb2	56904	SH3GLB2	0	1	0	0	1	1	1	1	1	0	1	1
68292	Stt3b	201595	STT3B	1	0	1	0	1	0	0	1	1	0	0	0
68038	Chid1	66005	CHID1	1	0	1	0	1	0	1	1	0	0	1	1
330319	Wipf3	644150	WIPF3	1	0	0	0	0	1	0	1	0	0	1	1
78309	Cul9	23113	CUL9	0	0	1	0	1	1	0	1	0	0	0	0
67184	Ndufa13	51079	NDUFA13	1	0	0	0	1	1	1	1	1	0	1	1
12323	Camk2b	816	CAMK2B	1	1	1	1	1	1	1	1	1	0	1	1
21681	Alyref	10189	ALYREF	0	0	1	0	1	0	0	1	0	0	0	1
54418	Fmn2	56776	FMN2	1	0	0	0	1	0	1	1	0	0	1	1
18951	05-Sep	5413	05-Sep	1	1	1	0	1	1	1	1	1	0	1	1
353211	Prune2	158471	PRUNE2	1	0	0	0	1	0	0	1	0	0	1	1
232906	Arhgap35	2909	ARHGAP35	1	0	1	0	1	0	0	1	1	0	1	1
67903	Gipc1	10755	GIPC1	1	0	1	0	0	0	0	1	1	0	0	1
12929	Crkl	1399	CRKL	1	0	1	0	1	0	1	1	0	0	0	1
243621	Iqsec3	440073	IQSEC3	1	0	0	0	1	1	0	1	1	1	1	1
15526	Hspa9	3313	HSPA9	1	1	1	0	1	1	1	1	1	0	1	1
56812	Dnajb2	3300	DNAJB2	0	0	0	0	1	0	1	1	0	0	0	1
231876	Lmtk2	22853	LMTK2	1	0	0	0	1	0	0	1	1	0	0	1
19346	Rab6a	5870	RAB6A	1	1	1	0	1	1	1	1	1	0	0	1
72199	Mms19	64210	MMS19	0	0	1	0	1	0	1	1	0	0	0	1
67530	Uqcrb	7381	UQCRB	1	1	0	0	1	0	1	1	1	0	1	1
216131	Trappc10	7109	TRAPPC10	0	0	0	0	0	0	1	1	1	0	1	1
211232	Cpne9	151835	CPNE9	1	0	0	0	1	0	0	1	0	0	0	1
