MGI.ID	MOUSE.ENTREZ.ID	MOUSE.GENE.NAME	HUMAN.ENTREZ.ID	HUMAN.GENE.NAME	WALIKONIS_2000	HUSI_2000	PENG_2002	SATON_2002	YOSHIMURA_2004	FARR_2004	JORDAN_2004	LI_2004	TRINIDAD_2005	CHENG_2006	COLLINS_2006	DOSEMESI_2006	DOSEMESI_2007	TRINIDAD_2008	SELIMI_2009	FERNANDEZ_2009	BAYES_2011	BAYES_2012	SCHWENK_2013	DISTLER_2014	BAYES_2014	FRANK_2015	UEZU_2016	FOCKING_2016	LI_2016	ROY_2017	FERNANDEZ_2017	LI_2017	ROY_2018	WILSON_2019	count
MGI:2444304	271564	Vps13a	23230	VPS13A	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	6
MGI:1915128	67878	Tmem33	55161	TMEM33	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	5
MGI:1927550	56418	Ykt6	10652	YKT6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	6
MGI:107795	15381	Hnrnpc	3183	HNRNPC	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	6
MGI:88296	12287	Cacna1b	774	CACNA1B	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	6
MGI:1289227	52696	Zwint	11130	ZWINT	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5
MGI:2442982	235442	Rab8b	51762	RAB8B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	6
MGI:98038	19951	Rpl32	6161	RPL32	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	6
MGI:1932915	83431	Ndel1	81565	NDEL1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	6
MGI:1343135	17993	Ndufs4	4724	NDUFS4	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	6
MGI:2687319	331461	Il1rapl1	11141	IL1RAPL1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	6
MGI:1919729	72479	Hsdl2	84263	HSDL2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	5
MGI:1927338	64176	Sv2b	9899	SV2B	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	6
MGI:1098623	52538	Acaa2	10449	ACAA2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	6
MGI:106098	110826	Etfb	2109	ETFB	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	6
MGI:107387	11829	Aqp4	361	AQP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	5
MGI:109282	11790	Speg	10290	SPEG	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	5
MGI:1913826	66576	Uqcrh	7388	UQCRH	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	5
MGI:99445	14489	Mtpn	136319	MTPN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	6
MGI:1306795	11641	Akap2	11217	AKAP2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	5
MGI:1346330	23825	Banf1	8815	BANF1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	6
MGI:95773	14679	Gnai3	2773	GNAI3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	1	6
MGI:1914120	66870	Serbp1	26135	SERBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	6
MGI:1928898	59025	Usp14	9097	USP14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	1	6
MGI:1914164	66914	Vps28	51160	VPS28	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5
MGI:1931526	50708	H1f2	3006	H1-2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	6
MGI:1915408	106529	Tecr	9524	TECR	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	6
MGI:1891295	117146	Ube3b	89910	UBE3B	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	6
MGI:1100856	17532	Mras	22808	MRAS	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	6
MGI:3036247	231876	Lmtk2	22853	LMTK2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	5
MGI:1915406	101314	Brk1	55845	BRK1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	6
MGI:99687	19944	Rpl29	6159	RPL29	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	5
MGI:2138735	381310	6330403A02Rik	375057	C1orf95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	6
MGI:1353497	27376	Slc25a10	1468	SLC25A10	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	6
MGI:105491	52858	Cdipt	10423	CDIPT	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	6
MGI:1354724	50720	Sacs	26278	SACS	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	5
MGI:1928760	56505	Ruvbl1	8607	RUVBL1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	5
MGI:2183447	216558	Ugp2	7360	UGP2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	6
MGI:1919686	108903	Tbcd	6904	TBCD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	1	6
MGI:2180801	170759	Atp13a1	57130	ATP13A1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	5
MGI:894284	19328	Rab12	201475	RAB12	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	6
MGI:88031	11750	Anxa7	310	ANXA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	6
MGI:1338947	20202	S100a9	6280	S100A9	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	5
MGI:99501	110135	Fgb	2244	FGB	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	5
MGI:1928478	56710	Brinp1	1620	BRINP1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	5
MGI:2143676	216049	Zfp365	22891	ZNF365	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	6
MGI:1096355	13609	S1pr1	1901	S1PR1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	5
MGI:107283	270192	Rab6b	51560	RAB6B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	6
MGI:2683541	546071	Mast3	23031	MAST3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	6
MGI:1338049	20403	Itsn2	50618	ITSN2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	5
MGI:99600	11669	Aldh2	217	ALDH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	6
MGI:1349431	26905	Eif2s3x	1968	EIF2S3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	6
MGI:1917497	70247	Psmd1	5707	PSMD1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	6
MGI:107807	22272	Uqcrq	27089	UQCRQ	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	5
MGI:1924836	270685	Mthfd1l	25902	MTHFD1L	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	6
MGI:2442409	269109	Dpp10	57628	DPP10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	1	6
MGI:87902	11459	Acta1	58	ACTA1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	6
MGI:1919802	72552	Hsdl1	83693	HSDL1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	5
MGI:99435	11845	Arf6	382	ARF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	5
MGI:1858225	53857	Tuba8	51807	TUBA8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	5
MGI:106026	14864	Gstm3	2947	GSTM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	1	6
MGI:98314	20486	skt	NA	NA	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	5
MGI:1915054	67804	Snx2	6643	SNX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	6
MGI:102705	14702	Gng2	54331	GNG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	1	6
MGI:97356	18103	Nme2	4831	NME2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	6
MGI:1206581	18706	Pik3ca	5290	PIK3CA	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
MGI:1915350	212531	Sh3bgrl2	83699	SH3BGRL2	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	6
MGI:2136977	94047	Cecr6	27439	CECR6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	6
MGI:1914238	66988	Lap3	51056	LAP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	6
MGI:1914436	67186	Rplp2	6181	RPLP2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	6
MGI:95630	243616	Slc6a11	6538	SLC6A11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	6
MGI:1917436	70186	Fam162a	26355	FAM162A	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	5
MGI:96020	15127	Hbb	3043	HBB	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	5
MGI:1914084	66834	Acot13	55856	ACOT13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	6
MGI:104880	19175	Psmb6	5694	PSMB6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	1	6
MGI:1355326	50907	Preb	10113	PREB	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	5
MGI:95619	14400	Gabrb1	2560	GABRB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	1	6
MGI:1195456	107702	Rnh1	6050	RNH1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	6
MGI:1917770	384009	Glipr2	152007	GLIPR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	6
MGI:2153044	140580	Elmo1	9844	ELMO1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	6
MGI:2443075	208922	Cpeb3	22849	CPEB3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	5
MGI:2146320	210293	Dock10	55619	DOCK10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	6
MGI:94930	13510	Dsg1a	1828	DSG1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	5
MGI:1914693	67443	Map1lc3b	81631	MAP1LC3B	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	5
MGI:95865	14870	Gstp1	2950	GSTP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	5
MGI:101914	12308	Calb2	794	CALB2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	6
MGI:102809	20226	Sars	6301	SARS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	6
MGI:1914309	67059	Ola1	29789	OLA1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	6
MGI:1341799	17988	Ndrg1	10397	NDRG1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	6
MGI:1924384	77134	Hnrnpa0	10949	HNRNPA0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	6
MGI:1914339	67089	Psmc6	5706	PSMC6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	6
MGI:2384892	214952	Rhot2	89941	RHOT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	5
MGI:1923935	230861	Eif4g3	8672	EIF4G3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	6
MGI:98419	109552	Sri	6717	SRI	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	6
MGI:95305	13684	Eif4e	1977	EIF4E	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	5
MGI:2385850	211548	Nomo1	23420	NOMO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	5
MGI:2387629	230908	Tardbp	23435	TARDBP	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	6
MGI:98858	22123	Psmd3	5709	PSMD3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	6
MGI:1344375	23992	Prkra	8575	PRKRA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	6
MGI:1100845	16687	Krt6a	3853	KRT6A	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	6
MGI:2443626	228545	Vps18	57617	VPS18	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	6
MGI:1916377	433904	Ociad2	132299	OCIAD2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	6
MGI:1929492	56298	Atl2	64225	ATL2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	6
MGI:1920402	105014	Rdh14	57665	RDH14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	5
MGI:94893	109754	Cyb5r3	1727	CYB5R3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	6
MGI:1346078	23999	Twf2	11344	TWF2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	6
MGI:1913296	66046	Ndufb5	4711	NDUFB5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	6
MGI:894308	216344	Rab21	23011	RAB21	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	6
MGI:1098266	12661	Chl1	10752	CHL1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	5
MGI:1917057	69807	Trim32	22954	TRIM32	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	5
MGI:106402	69981	Tmem30a	55754	TMEM30A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	5
MGI:1277989	108037	Shmt2	6472	SHMT2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	5
MGI:2443189	269338	Vps39	23339	VPS39	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	5
MGI:1298387	14199	Fhl1	2273	FHL1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	5
MGI:1099804	215114	Hip1	3092	HIP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	5
MGI:1196457	11983	Atpif1	93974	ATPIF1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	6
MGI:1338890	12294	Cacna2d3	55799	CACNA2D3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	6
MGI:2448730	16467	Atcay	85300	ATCAY	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	6
MGI:108408	67792	Rgs8	85397	RGS8	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	5
MGI:1345633	216443	Mars	4141	MARS	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	5
MGI:1918659	71409	Fmnl2	114793	FMNL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	6
MGI:90169	28200	Dhrs4	10901	DHRS4	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	5
MGI:1921590	74340	Ahcyl2	23382	AHCYL2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	6
MGI:99676	210044	Adcy2	108	ADCY2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	6
MGI:1929494	232906	Arhgap35	2909	ARHGAP35	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	6
MGI:2385070	225362	Reep2	51308	REEP2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	6
MGI:95299	13665	Eif2s1	1965	EIF2S1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	6
MGI:1194503	53313	Atp2a3	489	ATP2A3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	6
MGI:98351	20655	Sod1	6647	SOD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	1	6
MGI:88269	12349	Car2	760	CA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	6
MGI:106334	52882	Rgs7bp	401190	RGS7BP	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	6
MGI:107320	52850	Sgsm1	129049	SGSM1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	6
MGI:2389091	267019	Rps15a	6210	RPS15A	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	6
MGI:1194884	14026	Evl	51466	EVL	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	6
MGI:1927099	56040	Rplp1	6176	RPLP1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	5
MGI:1855693	53605	Nap1l1	4673	NAP1L1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	6
MGI:1351611	107371	Exoc6	54536	EXOC6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	6
MGI:891995	13589	Mapre1	22919	MAPRE1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	6
MGI:1891410	80708	Pacsin3	29763	PACSIN3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	5
MGI:1859616	54645	Gripap1	56850	GRIPAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	6
MGI:1914208	66958	Tmx2	51075	TMX2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	6
MGI:104692	75599	Pcdh1	5097	PCDH1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	5
MGI:1913394	66144	Atp6v1f	9296	ATP6V1F	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	6
MGI:1277167	52389	Adgra1	84435	ADGRA1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	7
MGI:95615	14396	Gabra3	2556	GABRA3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	6
MGI:2152414	233726	Ipo7	10527	IPO7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	6
MGI:1341877	13116	Cyp46a1	10858	CYP46A1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	6
MGI:1913895	66645	Pspc1	55269	PSPC1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	6
MGI:1913402	66152	Uqcr10	29796	UQCR10	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	5
MGI:2443793	234797	6430548M08Rik	9764	KIAA0513	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	6
MGI:1309517	16432	Itm2b	9445	ITM2B	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	6
MGI:1917030	69780	Smap2	64744	SMAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	5
MGI:96617	16423	Cd47	961	CD47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	1	6
MGI:2443582	268860	Abat	18	ABAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	1	6
MGI:1928939	56360	Acot9	23597	ACOT9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	6
MGI:2444552	238880	Actbl2	345651	ACTBL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	1	6
